A  	Element	Z  	N  	Energy  	JPi           	Mass Exc  	Unc  	T1/2 (txt)               	T1/2 (seconds)           	Abund.    	Unc     	Dec Mode	Branching (%) 
90 	Br     	35 	55 	0.0000  	              	-64.000   	3    	1.91 S 1                 	1.91                     	          	        	B-      	100.00      
90 	Br     	35 	55 	0.0000  	              	-64.000   	3    	1.91 S 1                 	1.91                     	          	        	BN      	25.20       
91 	Br     	35 	56 	0.0000  	              	-61.107   	4    	0.541 S 5                	0.541                    	          	        	B-      	100.00      
91 	Br     	35 	56 	0.0000  	              	-61.107   	4    	0.541 S 5                	0.541                    	          	        	BN      	20.00       
92 	Br     	35 	57 	0.0000  	(2-)          	-56.233   	7    	0.343 S 15               	0.343                    	          	        	B-      	100.00      
92 	Br     	35 	57 	0.0000  	(2-)          	-56.233   	7    	0.343 S 15               	0.343                    	          	        	BN      	33.10       
93 	Br     	35 	58 	0.0000  	(5/2-)        	-52.85    	20   	102 MS 10                	0.102                    	          	        	B-      	100.00      
93 	Br     	35 	58 	0.0000  	(5/2-)        	-52.85    	20   	102 MS 10                	0.102                    	          	        	BN      	68.00       
94 	Br     	35 	59 	0.0000  	              	-47.6     	4    	70 MS 20                 	0.07                     	          	        	B-      	100.00      
94 	Br     	35 	59 	0.0000  	              	-47.6     	4    	70 MS 20                 	0.07                     	          	        	BN      	68.00       
95 	Br     	35 	60 	0.0000  	              	-43.9     	5    	150 NS GE                	1.5E-7                   	          	        	B-      	100.00      
95 	Br     	35 	60 	0.0000  	              	-43.9     	5    	150 NS GE                	1.5E-7                   	          	        	BN      	34.00       
96 	Br     	35 	61 	0.0000  	              	-38.3     	6    	150 NS GE                	1.5E-7                   	          	        	B-      	100.00      
96 	Br     	35 	61 	0.0000  	              	-38.3     	6    	150 NS GE                	1.5E-7                   	          	        	BN      	27.60       
97 	Br     	35 	62 	0.0000  	              	-34.5     	8    	300 NS GT                	3.0000000000000004E-7    	          	        	B-      	            
98 	Br     	35 	63 	0.0000  	              	          	     	634 NS GT                	6.34E-7                  	          	        	B-      	            
98 	Br     	35 	63 	0.0000  	              	          	     	634 NS GT                	6.34E-7                  	          	        	BN      	            
98 	Br     	35 	63 	0.0000  	              	          	     	634 NS GT                	6.34E-7                  	          	        	B2N     	            
69 	Kr     	36 	33 	0.0000  	              	-32.4     	4    	32 MS 10                 	0.032                    	          	        	EC      	100.00      
70 	Kr     	36 	34 	0.0000  	0+            	-41.6     	4    	52 MS 17                 	0.052                    	          	        	EC      	100.00      
70 	Kr     	36 	34 	0.0000  	0+            	-41.6     	4    	52 MS 17                 	0.052                    	          	        	EP      	<= 1.30     
71 	Kr     	36 	35 	0.0000  	(5/2-)        	-46.33    	13   	100 MS 3                 	0.1                      	          	        	EC      	100.00      
71 	Kr     	36 	35 	0.0000  	(5/2-)        	-46.33    	13   	100 MS 3                 	0.1                      	          	        	EP      	2.10        
72 	Kr     	36 	36 	0.0000  	0+            	-53.940   	8    	17.1 S 2                 	17.1                     	          	        	EC      	100.00      
72 	Kr     	36 	36 	0.0000  	0+            	-53.940   	8    	17.1 S 2                 	17.1                     	          	        	EP      	< 1.0E-6    
73 	Kr     	36 	37 	0.0000  	3/2-          	-56.552   	7    	27.3 S 10                	27.3                     	          	        	EC      	100.00      
73 	Kr     	36 	37 	0.0000  	3/2-          	-56.552   	7    	27.3 S 10                	27.3                     	          	        	EP      	0.25        
74 	Kr     	36 	38 	0.0000  	0+            	-62.3315  	20   	11.50 M 11               	690                      	          	        	EC      	100.00      
75 	Kr     	36 	39 	0.0000  	5/2+          	-64.324   	8    	4.29 M 17                	257.4                    	          	        	EC      	100.00      
76 	Kr     	36 	40 	0.0000  	0+            	-69.014   	4    	14.8 H 1                 	53280                    	          	        	EC      	100.00      
77 	Kr     	36 	41 	0.0000  	5/2+          	-70.1694  	20   	74.4 M 6                 	4464                     	          	        	EC      	100.00      
78 	Kr     	36 	42 	0.0000  	0+            	-74.1795  	7    	1.5E+21 Y GE             	4.734E28                 	0.355%    	3       	2EC     	            
79 	Kr     	36 	43 	0.0000  	1/2-          	-74.443   	4    	35.04 H 10               	126144                   	          	        	EC      	100.00      
80 	Kr     	36 	44 	0.0000  	0+            	-77.8925  	8    	STABLE                   	infinity                 	2.286%    	10      	        	            
81 	Kr     	36 	45 	0.0000  	7/2+          	-77.6947  	14   	2.29E+5 Y 11             	7.227E12                 	          	        	EC      	100.00      
82 	Kr     	36 	46 	0.0000  	0+            	-80.5902  	9    	STABLE                   	infinity                 	11.593%   	31      	        	            
83 	Kr     	36 	47 	0.0000  	9/2+          	-79.9900  	3    	STABLE                   	infinity                 	11.500%   	19      	        	            
84 	Kr     	36 	48 	0.0000  	0+            	-82.439300	4    	STABLE                   	infinity                 	56.987%   	15      	        	            
85 	Kr     	36 	49 	0.0000  	9/2+          	-81.4803  	20   	10.752 Y 25              	3.393E8                  	          	        	B-      	100.00      
86 	Kr     	36 	50 	0.0000  	0+            	-83.265600	4    	STABLE                   	infinity                 	17.279%   	41      	        	            
87 	Kr     	36 	51 	0.0000  	5/2+          	-80.70950 	25   	76.3 M 5                 	4578                     	          	        	B-      	100.00      
88 	Kr     	36 	52 	0.0000  	0+            	-79.691   	3    	2.84 H 3                 	10224                    	          	        	B-      	100.00      
89 	Kr     	36 	53 	0.0000  	3/2(+)        	-76.5357  	21   	3.15 M 4                 	189                      	          	        	B-      	100.00      
90 	Kr     	36 	54 	0.0000  	0+            	-74.9592  	19   	32.32 S 9                	32.32                    	          	        	B-      	100.00      
91 	Kr     	36 	55 	0.0000  	5/2(+)        	-70.9739  	22   	8.57 S 4                 	8.57                     	          	        	B-      	100.00      
92 	Kr     	36 	56 	0.0000  	0+            	-68.769   	3    	1.840 S 8                	1.84                     	          	        	B-      	100.00      
92 	Kr     	36 	56 	0.0000  	0+            	-68.769   	3    	1.840 S 8                	1.84                     	          	        	BN      	0.03        
93 	Kr     	36 	57 	0.0000  	1/2+          	-64.136   	3    	1.286 S 10               	1.286                    	          	        	B-      	100.00      
93 	Kr     	36 	57 	0.0000  	1/2+          	-64.136   	3    	1.286 S 10               	1.286                    	          	        	BN      	1.95        
94 	Kr     	36 	58 	0.0000  	0+            	-61.348   	12   	212 MS 5                 	0.212                    	          	        	B-      	100.00      
94 	Kr     	36 	58 	0.0000  	0+            	-61.348   	12   	212 MS 5                 	0.212                    	          	        	BN      	1.11        
95 	Kr     	36 	59 	0.0000  	1/2(+)        	-56.159   	19   	0.114 S 3                	0.114                    	          	        	B-      	100.00      
95 	Kr     	36 	59 	0.0000  	1/2(+)        	-56.159   	19   	0.114 S 3                	0.114                    	          	        	BN      	2.87        
96 	Kr     	36 	60 	0.0000  	0+            	-53.080   	20   	80 MS 6                  	0.08                     	          	        	B-      	100.00      
96 	Kr     	36 	60 	0.0000  	0+            	-53.080   	20   	80 MS 6                  	0.08                     	          	        	BN      	3.70        
97 	Kr     	36 	61 	0.0000  	(3/2+)        	-47.42    	13   	63 MS 4                  	0.063                    	          	        	B-      	100.00      
97 	Kr     	36 	61 	0.0000  	(3/2+)        	-47.42    	13   	63 MS 4                  	0.063                    	          	        	BN      	6.70        
98 	Kr     	36 	62 	0.0000  	0+            	-44.5     	5    	46 MS 8                  	0.046                    	          	        	B-      	100.00      
98 	Kr     	36 	62 	0.0000  	0+            	-44.5     	5    	46 MS 8                  	0.046                    	          	        	BN      	7.00        
99 	Kr     	36 	63 	0.0000  	              	-38.8     	5    	13 MS +34-6              	0.013                    	          	        	B-      	100.00      
99 	Kr     	36 	63 	0.0000  	              	-38.8     	5    	13 MS +34-6              	0.013                    	          	        	BN      	11.00       
100	Kr     	36 	64 	0.0000  	0+            	-35.2     	5    	7 MS +11-3               	0.007                    	          	        	B-      	100.00      
100	Kr     	36 	64 	0.0000  	0+            	-35.2     	5    	7 MS +11-3               	0.007                    	          	        	BN      	            
101	Kr     	36 	65 	0.0000  	              	          	     	635 NS GT                	6.35E-7                  	          	        	BN      	            
